context_id,context_note
4417,"Small, compacted patch of fine grit in clay. Brave interpretation would be that it\'s a small part of a surviving floor surface, but situated stratigraphically between the construction phases of the&nbsp;beam slot structure in old Room 4B and the circular structure. Strat below (4081). Completely removed in 2004.<BR>Plan no: 10.108<BR>Accuracy rating - 3 {04/02/2005 GUEST}"
4419,Clay 'lining' of circular structure
4419,"Clay lining of circular structure [4408]. Preservation was differential:<br /><ul><li>Excellent in grid squares 10C and 11A (NE side)</li><li>Poor in grid squares 2B, 2D, 11C - it appeared to be heavily worn as well as cut by votive deposits.</li><li>Missing altogether where cut by later wall trenches and pits.</li></ul>Believed to be an inner damp-proof course for a hurdle or wattle and daub wall enclosing structure 5570. Cut by 12 plank slots for upright timbers in opposite pairs across the central hearth. Strat below (3925). Strat above (6839). Cut by [6842], [6843], [6747], [6748], [6749], [6691]. Butts (6839). Completely removed in 2006.<br />Plan no: 2.167, 2.168, 10.200, 11.294, 11.295<br />Section no: 589, 800<br />Accuracy rating - 4<br />"
4419,Yellow clay with some grey blobs<br />Inclusions: &lt;5% stones (S-R) (R) (6-20mm) (2-6cm);&nbsp; 1% bone;&nbsp; 1% charcoal;&nbsp; 1% pottery<br />Extent: Ranges from negligable to 0.07m wide;&nbsp;&nbsp; Thickness: 0.08m
4420,"Clay floor layer, surviving sporadically on top of make-up layer (3925) but it presumably once formed a floor surface across the interior of round house 5570. It is the latest surviving floor surface within 5570 and it was in use at the same time as hearth [4407], which had two phases but both appear to be functioning in conjunction with (4420), i.e  there is no surviving hearth to go with the lower floors like (5556) and (5585) even though part of (5585) in the south east had burning (6135) on top of it. After partial excavation in 2004 when the north east section was removed, this context was fully excavated in 2005 and extensively sampled for element trace analysis. Strat below [4407]. Strat above (3925). Same as (3927). Contemporary with (5519) - use of (5519) represented by (5520) which spread over (4420) partly. Cut by [4364], [3627], [4373]. Plan no: 2.91, 2.92, 3.95, 10.112, 11.173, 11.177 Section no: 575, 650 XRF samples were taken Accuracy rating - 5 Spot date: Post-conquest / 1st century"
4420,"Compact - friable, yellow / brown clay Inclusions: 30% gravel (S-A) (2-6cm);-ß 5% pea gravel (A) ( 6-20mm);-ß 2% pottery"
4420,Latest clay floor surface of round house
4421,"Fine, dark brown dry silt<BR>Inclusions: &lt;1% stones of all shapes&nbsp;(2-6mm) - the&nbsp;only inclusions were a very small percentage of stones. There were no finds of any sort<BR>Thickness: 2-10mm<BR> {04/02/2005 KTOOTELL}"
4421,Occupation layer
4421,"Very ephemeral, thin&nbsp;occupation layer overlying yellow clay floor surface. These layers / deposits are the last remaining examples of the floor levels from the \'lobby\' area of the square plan masonry phase. Strat below (4400). Strat above (4432). Cut by [4373], [4124], [3668], [4359], [1170]. Completely removed in 2004.&nbsp;<BR>Plan no: 11.170<BR>Accuracy rating - 4&nbsp; {04/02/2005 KTOOTELL}"
4423,Accumulation layer
4423,Silty accumulation layer. Probably represents occupational build up over the underlying gravels. This deposit is on the same horizon as (4409) and (4415). The full extent of this deposit may have been truncated by Victorian trenches. Strat below (3680). Strat above (4424). Completely removed in 2004.<BR>Plan no: 11.169<BR>Accuracy rating - 4 {04/02/2005 KTOOTELL}
4423,"Soft, dark grey medium sandy silt<BR>Inclusions: 1-5% stones (S-A) (6-20mm);&nbsp; &gt;5% charcoal<BR>Thickness: 0.03m<BR>Diffuse edge definition {04/02/2005 KTOOTELL}"
4424,Silty spread
4424,"Silty spread. Probably accumulation layer over underlying gravels. Concentration of charcoal is higher on the eastern side of the feature and although this may represent a separate context, the deposits cannot be separated. The charcoal may equally+Ú-ßrepresent an underlying feature poking through. Strat below (4423). Completely removed in 2004.<BR>Plan no: 11.171<BR>Accuracy rating - 3"
4424,"Soft, silty sand which is grey / yellow on the west side and grey / black on the east side <BR>Inclusions: 15-35% stones (S-R) (6-20mm)<BR>Extent: 1.8m (E-W) x 1.2m (N-S);+Ú-ß+Ú-ß+Ú-ß Thickness: 0.03m<BR>"
4430,"Friable, dark grey silty sand<BR>Inclusions: 40% coarse gravel (S-A) (6-20mm) (2-6cm)<BR>Extent: 2m x 1m;&nbsp;&nbsp;&nbsp; Thickness: 0.05m<BR></P> {04/02/2005 KTOOTELL}"
4430,Gravel spread
4430,"Silty gravel spread (probably an accumulation deposit)&nbsp;overlying burning layers in Room 6. Concentrated in the eastern corner. Part of the sequence masking the SE extent of circular feature [4408]. Strat below (4409). Strat above (4438), (4445). Cut by [3625], [4364], [1348]. Completely removed in 2004.<BR>Plan no: 11.174<BR>Accuracy rating - 4<BR><BR> {04/02/2005 KTOOTELL}"
4432,Floor / make up layer
4432,"Quite dry, yellow sand<BR>Inclusions: &lt;1% stones of all shapes (2-6mm) (6-20mm)<BR>Extent: 0.13m x 0.14m;&nbsp;&nbsp;&nbsp; Thickness: 0.01m<BR> {04/02/2005 KTOOTELL}"
4432,"Remains of a floor / make up layer. Only found on the \'corners\' of clay layers containing floor and occupation layers. Associated with (4421) and (4130). Strat below (4421). Strat above (4130). Cut by [1170] , [4124]. Completely removed in 2004.<BR>Plan no: 11.175<BR>Accuracy rating - 3 {04/02/2005 KTOOTELL}"
4438,Dark grey silt with some sand<BR>Inclusions: 5-15%&nbsp;fine gravel&nbsp;(S-A) (2-6mm) (6-20mm)<BR>Extent: 2m x 1m;&nbsp;&nbsp;&nbsp; Thickness: 5mm<BR> {04/02/2005 KTOOTELL}
4438,"Fine spread of silt overlying deposits slumping into the northern corner of Room 6. Probably a gradual accumulation. Part of the sequence masking the SE side of circular feature [4408]. Strat below (4430), (4409). Strat above (4444). Completely removed in 2004.<BR>Plan no: 11.176<BR>Accuracy rating - 3 {04/02/2005 KTOOTELL}"
4438,Silty spread
4441,Clay fill of beam slot [6124]
4441,"Soft, yellow clay Inclusions: 5-15% stones (S-A) (6-20mm) Extent: 2m x 0.1-0.15m;   Thickness: only a few centimetres Mostly clear edge definition"
4441,"Very ephemeral clay fill of beam slot [6124]. Mostly removed by repeated cleaning, but certainly confimed by the presence of a line of nails. Strat below (4081). Strat above [6124]. Completely removed in 2005. Plan no: 10.166 Accuracy rating - 4"
4444,"Discrete silty gravel spread across the NE edge of Room 6. Overlies the interface&nbsp;of the&nbsp;yellow clay and burnt clay, which are possibly contemporary with circular feature [4408]. Conversely,&nbsp;(4444)&nbsp;may be&nbsp;part of the seqence masking the SE extent of circular structure [4408]. Strat below (4438). Strat above (5530). Cut by [4364]. Completely removed in 2004.<BR>Plan no: 11.79<BR>Accuracy rating - 4 {05/02/2005 KTOOTELL}"
4444,Gravel spread
4444,"Weakly cemented, pale grey silty sand<BR>Inclusions: 30% pea gravel (S-A) (2-6mm) (6-20mm)<BR>Extent: 0.5m x 0.5m;&nbsp;&nbsp;&nbsp; Thickness: 0.02m<BR>Clear edge definition {05/02/2005 KTOOTELL}"
4445,"Compact, dark grey silt<BR>Inclusions: 40% gravel (S-A) ranging in size from 2mm to 6cm;&nbsp; 5% charcoal;&nbsp; 5% yellow clay mottling;&nbsp; 5% burnt red clay mottling<BR>Extent: 1m x 1m;&nbsp;&nbsp;&nbsp; Thickness: 0.01-0.08m<BR>Variable&nbsp;edge definition {05/02/2005 KTOOTELL}"
4445,"Fairly localised gravel spread in the eastern corner of Room 6, overlying the burnt clay to the SE of circular feature [4408] . Possibly a make-up layer for a floor or used to cover up the burnt clay level. (4445) is part of the sequence of deposits at the SE exterior of circular structure [4408], possibly relating to the post-construction use phase of the structure exterior. Strat below (4430). Strat above (5530). Cut by [4364], [1348], [3625]. Completely removed in 2004.<BR>Plan no: 11.180<BR>Accuracy rating - 4 {05/02/2005 KTOOTELL}"
4445,Gravel spread
4449,"Dry, almost black silt<BR>Inclusions: 1-5% stones of all shapes and ranging in size from 2mm to 6cm<BR>Extent: 0.45m x 0.8m;&nbsp;&nbsp;&nbsp; Thickness: 0.002-0.01m<BR> {05/02/2005 KTOOTELL}"
4449,Occupation layer
4449,"Quite ephemeral occupation layer from sequence of floor layers. Strat below&nbsp;(4421). Strat above (5506). <BR>Plan no: 11.183<BR>Sample no: 821 (metallurgy), 573 - chemical sample parent no, sub-samples 462, 463&nbsp; {05/02/2005 KTOOTELL}"
4452,"CBM and gravelly deposit fill veranda cut [4460]. Deliberate dump for the hard standing floor layer of the veranda. Strat below (4015). Strat above (4494). Cut by [3345] and [3348]. Completely removed in 2003. Plan no: 11.127, 12.98 Accuracy rating - 4"
4452,"Friable, mid-brownish grey silty loam Inclusions: >70% stones of all shapes and ranging in size from 2mm to 6cm;  15-35% CBM fragments Extent: 3.8m (SW-NE) x 1.5m (NW-SE) Clear edge definition"
4452,Levelling deposit
4453,Floor / fill of [3692] / levelling deposit
4453,"Friable, mid-grey brown silt Inclusions: 35-70% stones (S-A) (2-6cm) Extent: 1.5m wide;  Thickness: 0.05m"
4453,"Levelling deposit that overlies chalky deposit (4451) and is contemporary with the aisled hall phase of House 1. Fills [3692] at the east end of the veranda. Strat below (3698).&nbsp;Cut by Victorian trench [1558] and Slot 28. Final elements completely removed in 2004.<BR>Plan no: 14.81, 14.83<BR>Accuracy rating - 3<BR>Spot Date: Claudio-Neronian - mid 1st century AD  {}"
4454,Levelling deposit
4454,"Soft, mid brown / yellow clayey silt<BR>Inclusions: 15-35% gravel (S-A) (2-6mm);   Occasional small fragments of CBM<BR>Extent: 5.49m x 2.3m;    Thickness: 0.25m<BR>Clear edge definition <BR>"
4454,"Thick yellow clay levelling deposit south of House 1, covering a substantial part of the area. Partially removed in 2003 to reveal underlying contemporary flint and CBM spread (4459) which lay under the western extent of the spread. (4459) was assumed to be roughly contemporary being either consolidation for the levelling layer or a demolition spread. Clay (4454) masked/sealed the post pad stones that appear to relate to the stone phase of House 1. At the edges of the deposit it becomes quite diffuse, tailing off into a thin band over the underlying gravels and silts. However, the northern and western edges of the deposit appear quite linear/delineated. The northern part of the deposit also contained a fairly high percentage of CBM. Strat below (5087), (5072), (5230), (6177). Strat above (4459). Cut by (4460). Completely removed in 2005. <br />Plan no: 11.237, 12.126, 12.127, 12.128, 12.129, 12.143, 13.158, 13.159, 14.136"
4459,Demolition deposit
4459,"Flint nodules and CBM - possibly demolition rubble within clay (4454) or part of the levelling process that clay (4454) represents. The excavation of this context was begun in 2003 thinking that the flints may be a post hole. Much of a small glass vessel and some brown-coated fine ware was retrieved from between the flints and tiles. In 2005, (4459) was considered to be a contemporary spread to overlying clay (4454). Partially excavated in 2003/4. Completely removed in 2005.  <BR>Plan no: 12.97 <BR>Accuracy rating - 5 <BR>Spot Date: 1st century AD"
4459,"Hard, mid-yellow/grey silty clay <BR>Inclusions: 5-15% stones (A); 15-35% stones (S-R); 60% flint nodules; 20% CBM <BR>Thickness: 0.15-0.2m <BR>Fair edge definition"
4460,"Cut for gravel veranda containing (4452), (4494), (4481)"
4460,"Cut for gravel veranda containing (4452), (4494), (4481). Cuts through clay layer (4454). Strat below (4481). Contemporary with [3692].<BR>Plan no: 11.164, 12.111, 12.112<BR>Accuracy rating - 4</P> {}"
4460,"Linear in plan with a variable depth of 0.1-0.15m (deepest in the middle section)<BR>Break of slope (top): moderately rounded-moderately sharp;&nbsp;&nbsp;&nbsp; (base): moderately rounded-rounded<BR>Straight sides (although damaged by erosion since exposure) with a flat base<BR>Contains (4452), (4494), (4481)<BR> {20/04/2005 KTOOTELL}"
4481,"Brownish silt, underlying (4494). Possible accumulation layer. Plan no: 11.134, 12.108"
4481,NO CARD
4481,Silt
4494,"Gravel, CBM layer possible laid down as a levelling deposit for the veranda. Strat below (4452). Strat above (4481).  Plan no: 11.134, 11.140"
4494,Levelling deposit
4494,"Weakly cemented, mid-yellow brown clayey silt Inclusions: 35-70% stones of all shapes and ranging in size from 2mm to 20cm; 1-5% CBM; <1% chalk Extent: 2.7m x 1m;  Thickness: 0.075m Clear edge definition"
4504,Backfill of beam slot [4510]
4504,"Backfill of beam slot [4510]. Dark colouration of the material could be decomposition of the beam in-situ. 8 nails were situated at the base of the deposit, confirming the presence of a beam slot and its subsequent decomposition. (4504) is completely different to (6569) which appears to be mixed backfill of the same beam slot further towards the south west where the beam has been taken out and then backfilled. Strat below (4495), (6569). Completely removed in 2003. Plan no: 11.146, 14.99 (2003 plans);  11.229, 14.135 (2005 plans) Section no: 552, 553, 700, 702 Accuracy rating - 4"
4504,"Soft, mid brown-grey clayey sand Inclusions: 5-15% stones (S-A) (6-20mm); grit Extent: 3m x 0.24m;  Thickness: 0.1-0.12m Thickness varies with the slope"
4510,Beam slot cut containing (4504) and (6569)
4510,"Beam slot cut containing (4504) as fill and (6569) as a later backfill to the south west. On the same orientation as the house walls and another beam slot 2.6m away to the north. During the 2005 season, [4510] was re-examined and it was found to extend further towards the south west where it was fully excavated up to the point where it is truncated by [1170]. The south west, part of it contained (6569) which is backfill, therefore indicating that this part of the beam was removed as opposed to (4504) which represents the decomposition of the beam in-situ. Strat below (4504). Cuts (6585).  Plan no: 11.158, 14.101 Section no: 552, 553, 700, 702  Accuracy rating - 4"
