ID,PID,CONTEXT,TYPE,FILL_OF,EXMETHOD,DESCRIP,COMPSN,NOTES
3686,C3686,4130,D,0,Trowel,Clay floor / levelling deposit,"Compact, dark brown / yellow clay   No inclusions Extent: 2.3m (N-S) x 1.83m (E-W);  Thickness: c.0.1m Clear edge definition","Thick clay floor deposit, subsiding in the lobby. Part of sequence relating to (4421), (5518), (4449) and (5506). Its thickness probably indicates that it is a levelling clay, perhaps equivalent to the rest of the major house clays such as (1818) and (2023) etc, though its hard to say for certain. It is certainly substantial enough and still with the flint phase of the SW House. Strat below (4432). Strat above (6117), (6122). Cut by [4124], [4359], [1170]. Completely removed in 2005. Plan no: 11.188  Accuracy rating - 4"
3687,C3687,4153,D,0,Trowel,Gravel spread,NO CARD,"Gravel spread extending west from the N-S road side ditch. Strat below (3819) and (4166). Plan no: 29.105, 29.106, 32.101"
3688,C3688,4158,C,0,Trowel,Cut,NO CARD,Cut for earlier feature presumably causing the slumping into which the house platform/working area are slumping. Found in slot 13.
3689,C3689,4159,D,0,Trowel,Yellow gravel,NO CARD,Yellow gravel layer into which (4158) is cut. Found in slot 13.
3690,C3690,4160,D,0,Trowel,Green-yellow clay,NO CARD,Green-yellow clay containing a small hearth and a quenching pot. Same as (4222). Number (4160) was used for XRF sampling. Planned and recorded as (4222).
3693,C3693,4171,D,0,Trowel,Yellowy gravel slump,NO CARD,Yellowy gravel slump into platform area under (4152) in slot 13.
3694,C3694,4172,D,0,Trowel,Grey silty clay,NO CARD,Grey silty clay slumping into platform area under (4171) in slot 13.
3695,C3695,4173,D,0,Trowel,Mixed gravel,NO CARD,Mixed gravel slumping into platform area under (4172) in slot 13.
3697,C3697,4187,S,0,Trowel,Tiles on top of hearth,NO CARD,"Tiles on top of hearth, set into house clay (4152) and contemporary with burning (4189). Cut by well [1044]. Plan no: 21.92"
3701,C3701,4202,D,0,Trowel,Clay under burning within hearth 4216,NO CARD,Clay under burning within hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
3702,C3702,4203,D,0,Trowel,Gravel under (4201) and (4202),NO CARD,Gravel under (4201) and (4202). Under hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
3703,C3703,4204,D,0,Trowel,Clay within hearth 4216,NO CARD,Clay between gravel layers within hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
3704,C3704,4205,D,0,Trowel,Gravel layer,NO CARD,"Gravel layer under clay (4204), underneath hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482"
3705,C3705,4206,D,0,Trowel,Clay layer under gravel (4203),NO CARD,Clay layer under gravel (4203). Section no: 482
3706,C3706,4207,D,0,Trowel,Clay layer,NO CARD,Greyish clay under yellow clay (4204). Found in hearth section only and therefore not excavated in 2003. Section no: 482
3707,C3707,4209,D,0,Trowel,Yellow clay within hearth 4216,NO CARD,Yellow clay within hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
3708,C3708,4216,D,0,Trowel,Group number for hearth,NO CARD,Group number for hearth. Samples taken.
3709,C3709,4234,D,0,Trowel,Group number for hearth,NO CARD,Group number for hearth. Excavated within a hearth slot but not in plan in 2003.
3724,C3724,4460,C,0,Trowel,"Cut for gravel veranda containing (4452), (4494), (4481)","Linear in plan with a variable depth of 0.1-0.15m (deepest in the middle section)<BR>Break of slope (top): moderately rounded-moderately sharp;&nbsp;&nbsp;&nbsp; (base): moderately rounded-rounded<BR>Straight sides (although damaged by erosion since exposure) with a flat base<BR>Contains (4452), (4494), (4481)<BR> {20/04/2005 KTOOTELL}","Cut for gravel veranda containing (4452), (4494), (4481). Cuts through clay layer (4454). Strat below (4481). Contemporary with [3692].<BR>Plan no: 11.164, 12.111, 12.112<BR>Accuracy rating - 4</P> {}"
3726,C3726,4481,D,0,Trowel,Silt,NO CARD,"Brownish silt, underlying (4494). Possible accumulation layer. Plan no: 11.134, 12.108"
3730,C3730,4603,D,0,Trowel,Construction cut for wall 3948,NO CARD,Construction cut for wall 3948. Plan no: 21.136
3755,C3755,4794,D,0,Trowel,Group number for hearth,NO CARD,"Group number for hearth. Floor (4778), burning (4789)."
3763,C3763,4819,D,4820,Trowel,Flint packing of post hole [4820],100% flints measuring on average 7cm x 12cm Extent: 1.03m x 0.82m;  Thickness: 0.44m,Large flint packing of substantial post hole [4820] along the N-S road. Strat below (5838). Strat above [4820]. Contemporary with (4823). Partially removed (half-sectioned) in 2003 and completely removed in 2005. Plan no: 33.75 - This plan is actually for (4819) - for which there are numerous plans. The flint packing is shown on this particular one and has therefore been digitised as there doesn\'t appear to be a separate one for the packing in it\'s own right;  33.98  Section no: 562 Accuracy rating - 4
3764,C3764,4820,C,0,Trowel,"Post hole cut containing (4870), (4818) and (4819)","Circular in plan, measuring 1.03m (N-S) x 0.82m (E-W) with a depth of 0.44m Break of slope (top & base): sharp Almost vertical sides with a flat base Angular U-shaped in profile Contains (4870), (4818) and (4819)","Cut for large, palisade-style post hole, possibly part of a large structure/fence from the 1st century, contemporary with the house associated with clay floor (4170). Strat below (4819). Cuts (5858). Contemporary with [4823]. Plan no: 33.102 Section no: 562 Accuracy rating - 5"
3770,C3770,4836,D,0,Trowel,Interior floor surface,NO CARD,"Green, yellow clay interior floor surface of the diagonal building. Truncated by Victorian trench [1032]. Same as (4170) and (4160). Plan no: 20.118, 20.119"
3773,C3773,4847,D,0,Trowel,Floor,"Loose, light brown sandy silt Inclusions: 35-70% stones of all shapes and ranging in size from 2mm to 20cm - the gravel was more concentrated on the western side of the context (approx >70% stones as opposed to 60% in the east). Scattered larger flint inclusions and a mixture of rounded and broken flints-ß Extent: 2.5m (E-W) x 2m (N-S)","Floor fill at the north east corner of the timber structure. Part of probable yellow gravel levelling at the northern side in Rooms 1 and 2 with a small amount in Room 3. In 2005, a sandy silty deposit was found to be underlying the yellow gravel in the north east and north west corners. It was considered to be part of the levelling deposit and taken off. Strat below (5476). Strat above (4848), (5496). Cut by [4604], [4785]. [1032]. Completely removed in 2005. Plan no: 20.170, 20.171 Sample no: 888 Accuracy rating - 3"
3774,C3774,4848,D,0,Trowel,Levelling layer,"Relatively compact, mid-grey / brown clayey silt Inclusions: 80% stones (S-R) (2-6cm);  20% clay Extent: 2.45m x 3.1m;   Thickness: 0.05m Clear-diffuse edge definition","Levelling surface for Room 1 of timber building, presumably over white clay floor and slopes severely at the northern most edge. Strat below (4847). Cut by [1036]. Butts beam slots [4608] and [4604]. Completely removed in 2005. Plan no: 20.232, 20.234, 21.223 Sample no: 1127, 1128 Accuracy rating - 4"
3775,C3775,4854,D,0,Trowel,Green clay,NO CARD,"Green clay associated with interior clay (?). Plan no: 28.145, 28.146"
3776,C3776,4860,D,0,Trowel,Black layer,NO CARD,Hearth 4234 - black layer unseen in section.
3778,C3778,4868,D,0,Trowel,Ash deposit,"Friable, light whitish grey silt with patches of mid greyish black silt Inclusions: Occasional CBM Extent: 0.62m x 1.2m Diffuse edge definition",Ash deposit associated with the fourth phase of hearth 4234. Strat above (4248) and (4750). Completely removed in 2003. Plan no: 29.150 Accuracy rating - 5
3788,C3788,4154,,,,,,
4055,C4055,4409,D,0,Trowel,Gravel spread,"Soft, dark brown sandy silt with yellow mottling<BR>Inclusions: 15-35% (S-A) (6-20mm) (2-6cm);&nbsp; &gt;20% clay lenses;&nbsp; 75% charcoal<BR>Extent: 5m x 1m;&nbsp;&nbsp;&nbsp; Thickness: 0.05m<BR> {04/02/2005 KTOOTELL}","Gravel spread along the NE edge of Room 6. Later than circular feature but earlier than House 1. Cut by construction trenches [4364], [4356] and [4361]. Contained fairly large and compact flint cobbles, clay lenses and occasional lenses of burnt clay. On the same horzon as deposits (4415) and (3398). Strat below (4361), (4364) (4356). Strat above (4438). Completely in 2004.<BR>Plan no: 11.163, 11.168<BR>Accuracy rating - 3 {04/02/2005 KTOOTELL}"
4061,C4061,4415,D,0,Trowel,Gravel spread,Friable dark brown / grey medium sandy silt Inclusions: 35-70% stones (S-R) (2-6cm);-ß 5-15% gravel (S-A) (2-6mm) (6-20mm) Extent: 0.8m x 1.1m;-ß-ß-ß Thickness: 0.05m Diffuse-ßedge definition,"Dark gravel spread overlying yellow clay. On the same stratigraphic level as (4409) and (4424). Strat below (3379). Strat above (6093). Cut by [1170]. Completely removed in 2004. Plan no: 11.166, 11.167 Accuracy rating - 4"
4063,C4063,4417,D,0,Trowel,Isolated gravel dump,"Compact, yellow clay and gravel / fine grit<BR>Inclusions: 35-70% gravel (A) (S-A) (2-6mm) (6-20mm)<BR>Extent: 0.23m x 0.16;&nbsp;&nbsp;&nbsp; Thickness: 0.02m<BR> {04/02/2005 GUEST}","Small, compacted patch of fine grit in clay. Brave interpretation would be that it\'s a small part of a surviving floor surface, but situated stratigraphically between the construction phases of the&nbsp;beam slot structure in old Room 4B and the circular structure. Strat below (4081). Completely removed in 2004.<BR>Plan no: 10.108<BR>Accuracy rating - 3 {04/02/2005 GUEST}"
4065,C4065,4420,D,0,Trowel,Latest clay floor surface of round house,"Compact - friable, yellow / brown clay Inclusions: 30% gravel (S-A) (2-6cm);-ß 5% pea gravel (A) ( 6-20mm);-ß 2% pottery","Clay floor layer, surviving sporadically on top of make-up layer (3925) but it presumably once formed a floor surface across the interior of round house 5570. It is the latest surviving floor surface within 5570 and it was in use at the same time as hearth [4407], which had two phases but both appear to be functioning in conjunction with (4420), i.e  there is no surviving hearth to go with the lower floors like (5556) and (5585) even though part of (5585) in the south east had burning (6135) on top of it. After partial excavation in 2004 when the north east section was removed, this context was fully excavated in 2005 and extensively sampled for element trace analysis. Strat below [4407]. Strat above (3925). Same as (3927). Contemporary with (5519) - use of (5519) represented by (5520) which spread over (4420) partly. Cut by [4364], [3627], [4373]. Plan no: 2.91, 2.92, 3.95, 10.112, 11.173, 11.177 Section no: 575, 650 XRF samples were taken Accuracy rating - 5 Spot date: Post-conquest / 1st century"
4066,C4066,4421,D,0,Trowel,Occupation layer,"Fine, dark brown dry silt<BR>Inclusions: &lt;1% stones of all shapes&nbsp;(2-6mm) - the&nbsp;only inclusions were a very small percentage of stones. There were no finds of any sort<BR>Thickness: 2-10mm<BR> {04/02/2005 KTOOTELL}","Very ephemeral, thin&nbsp;occupation layer overlying yellow clay floor surface. These layers / deposits are the last remaining examples of the floor levels from the \'lobby\' area of the square plan masonry phase. Strat below (4400). Strat above (4432). Cut by [4373], [4124], [3668], [4359], [1170]. Completely removed in 2004.&nbsp;<BR>Plan no: 11.170<BR>Accuracy rating - 4&nbsp; {04/02/2005 KTOOTELL}"
4068,C4068,4423,D,0,Trowel,Accumulation layer,"Soft, dark grey medium sandy silt<BR>Inclusions: 1-5% stones (S-A) (6-20mm);&nbsp; &gt;5% charcoal<BR>Thickness: 0.03m<BR>Diffuse edge definition {04/02/2005 KTOOTELL}",Silty accumulation layer. Probably represents occupational build up over the underlying gravels. This deposit is on the same horizon as (4409) and (4415). The full extent of this deposit may have been truncated by Victorian trenches. Strat below (3680). Strat above (4424). Completely removed in 2004.<BR>Plan no: 11.169<BR>Accuracy rating - 4 {04/02/2005 KTOOTELL}
4069,C4069,4424,D,0,Trowel,Silty spread,"Soft, silty sand which is grey / yellow on the west side and grey / black on the east side <BR>Inclusions: 15-35% stones (S-R) (6-20mm)<BR>Extent: 1.8m (E-W) x 1.2m (N-S);+Ú-ß+Ú-ß+Ú-ß Thickness: 0.03m<BR>","Silty spread. Probably accumulation layer over underlying gravels. Concentration of charcoal is higher on the eastern side of the feature and although this may represent a separate context, the deposits cannot be separated. The charcoal may equally+Ú-ßrepresent an underlying feature poking through. Strat below (4423). Completely removed in 2004.<BR>Plan no: 11.171<BR>Accuracy rating - 3"
4075,C4075,4430,D,0,Trowel,Gravel spread,"Friable, dark grey silty sand<BR>Inclusions: 40% coarse gravel (S-A) (6-20mm) (2-6cm)<BR>Extent: 2m x 1m;&nbsp;&nbsp;&nbsp; Thickness: 0.05m<BR></P> {04/02/2005 KTOOTELL}","Silty gravel spread (probably an accumulation deposit)&nbsp;overlying burning layers in Room 6. Concentrated in the eastern corner. Part of the sequence masking the SE extent of circular feature [4408]. Strat below (4409). Strat above (4438), (4445). Cut by [3625], [4364], [1348]. Completely removed in 2004.<BR>Plan no: 11.174<BR>Accuracy rating - 4<BR><BR> {04/02/2005 KTOOTELL}"
4077,C4077,4432,D,0,Trowel,Floor / make up layer,"Quite dry, yellow sand<BR>Inclusions: &lt;1% stones of all shapes (2-6mm) (6-20mm)<BR>Extent: 0.13m x 0.14m;&nbsp;&nbsp;&nbsp; Thickness: 0.01m<BR> {04/02/2005 KTOOTELL}","Remains of a floor / make up layer. Only found on the \'corners\' of clay layers containing floor and occupation layers. Associated with (4421) and (4130). Strat below (4421). Strat above (4130). Cut by [1170] , [4124]. Completely removed in 2004.<BR>Plan no: 11.175<BR>Accuracy rating - 3 {04/02/2005 KTOOTELL}"
