"REC_TYPE","FNO","TYPE","DETAILS"
"BF",33471,"D","Roman including Samian 1 bag 2003"
"BF",33474,"D","Nails 1 bag 2002"
"BF",33474,"D","Slag 1 bag, Nails 45g 2003"
"BF",33478,"D","Animal including teeth, 1 bag 2002"
"BF",33478,"D","Animal including teeth 200g 2003"
"BF",33475,"D","Roman glass 1 bag 2003"
"BF",33476,"D","Dark blue glass or Fuel-Ash Slag tessera, 0.517g 2002<br /><span style="
"BF",34011,"D","Roman 1 bag 2002"
"SF",3817,"D","?Worked slab of Painswick stone. Some possible toolmarks visible around the slightly curved edges.  [sig:S Williams 1/3/2006]"
"SF",4096,"D","Small sherd of dark blue glass, quite convex in shape and has a very smooth rim which is quite curved. Found during finds processing. Unstratified. [sig:S Williams 25.3.2006]"
"BF",34021,"D","Roman pottery 40g 2005<span class="
"BF",34028,"D","Animal bone 5g 2005<span class="
"BF",34029,"D","Opus Signinum 2005<span class="
"BF",34027,"D","5 irregular blocks of chalk. Recorded and discarded. <br /><span style="
"BF",34051,"D","Roman 1 bag 2002"
"BF",34054,"D","Nails 1 bag 2002"
"BF",34058,"D","Animal including teeth, 1 bag 2002"
"BF",34081,"D","Roman 1 bag 2002"
"BF",34088,"D","Animal 1 bag 2002"
"SF",3729,"D","Foundation deposit of a spherical Silchester-ware pot, quite worn and in poor condition."
"SF",3758,"D","Small spring-cover brooch, complete apart from end of pin; one wing bent. Catchplate solid. Bow is plain and narrow, turning from the head at a right-angle. No parallel found - perhaps a minature or made for a child? [6/04/2006 N.Crummy]"
"SF",3758,"C","COLEM: C0505945. date in: ---08-05. Date finished 16-01-06. Condition: End of pin missing and sight losses to spring cover but otherwise complete. Condition is poor however; very embrittled and most of original surface has already been rubbed away exposing a heavily pitted core. Some traces of compact corrosion and soil in recesses of surface and spring cover. Has areas of bright turquoise powdery corrosion which appear active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3777,"C","COLEM: C050923. Date in: 21-09-05. Date finished:21-09-05. Condition: Poor. Heavily concreted with gritty hardened corrosion. Remains of a mid-green surface layer surviving beneath this but very disrupted and roughened, and with considerable surface loss, exposing an oxidised, pitted core. Traces of extremely worn detail discernible in places. Treatment: Removed&nbsp;corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3777,"D","<p>Very corroded copper alloy coin. Illegible before conservation, but possibly a Claudian copy, Neronian in date (E.Besley 27/7/05) On Plan 11A. </p><p>&nbsp;</p><p>Claudius I, as, irregular.&nbsp;Rev: Minerva SC. Date AD40s-50s (E.Besly 1.8.06)<span style=""><br /></span></p><p><span style="">[SWILLIAMS - 20 September 2006 14:43:35]</span></p>"
"SA",876,"D","<SPAN>Sample taken for XRF analysis of the floors around a hearth&nbsp;in the round structure at the SW end of House 1 site.</SPAN>"
"SA",877,"D","<SPAN>Sample taken for XRF analysis of the floors around a hearth in the round strucuture at the SW end of House 1 site.</SPAN>"
"SA",878,"D","<SPAN>Sample taken for XRF analysis of floors around a hearth in the round structure at the SW end of House 1 site.</SPAN>"
"SA",879,"D","<SPAN>Samples taken from the floors around a hearth in the round structure at the SW end of House 1 site.</SPAN>"
"SA",880,"D","<SPAN>Sample taken from the floors around a hearth in the round structure at the SW end of House 1 site.</SPAN>"
"SA",881,"D","<P><SPAN>Sample taken from the floors around a hearth in the round structure at the SW end of House1 site.</SPAN></P>"
"SA",882,"D","<SPAN>Sample taken for XRF analysis of floors around a hearth in the round structure at the SW end of House 1 site.</SPAN>"
"SA",883,"D","<SPAN>Sample taken for XRF analysis of floors around hearth in the round structure at the SW end of House 1 site.</SPAN>"
"SA",884,"D","<SPAN>Sample taken for XRF analysis of floors around a hearth in the round structure at the SW end of House 1 site.</SPAN>"
"SA",885,"D","<SPAN>Sample taken for XRF analysis of floors around hearth in the round structure at the SW end of House 1.</SPAN>"
"SA",906,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors around a hearth in a round structure at the SW end of the House 1 site.</SPAN>"
"BF",34251,"D","Roman pottery 180g 2005<span class="
"BF",34254,"D","Fe nails 2005<span class="
"BF",34257,"D","Small sample of unworked chalk 2005<span class="
"SA",783,"D","<P><SPAN>Sample processed 2004. Dimensions of sample not specified. Exposed for 2 years, but cleaned. Contaminated by wind-blown dust. Sample taken for element analzsis, XRF sample for metal residues in hearth central to circular structure.</SPAN></P>"
"BF",34461,"D","Roman 1 bag 2002"
"BF",34461,"D","Roman 1 bag 2003"
"BF",34464,"D","Nails 1 bag 2002"
"BF",34464,"D","Nails 10g 2003"
"BF",34464,"D","<SPAN>Nails 20g 2004</SPAN>"
"BF",34468,"D","Animal 1 bag 2002"
"BF",34468,"D","<SPAN>Animal bone 5.08g 2004</SPAN>"
"BF",34481,"D","<p>Roman 1 bag 2003<span class="
"BF",34488,"D","Animal Bone 20g 2003<span class="
"SA",717,"D","<SPAN>Mortar sample for description.</SPAN>"
"SA",874,"D","<SPAN>Sample taken for XRF analysis to look for traces of metallurgy&nbsp;on the floors of the timber framed building on the site of House 1.</SPAN>"
"SA",875,"D","<SPAN>Sample taken for XRF analysis to look for traces of metallurgy on the floors of the timber framed building on the site of House 1.</SPAN>"
"BF",34618,"D","Animal Bone 5g 2005<span class="
"BF",34651,"D","Roman 1 bag 2002"
"BF",34658,"D","Animal 1 bag 2002"
"SF",2377,"D","Complete Silchester ware vessel"
"SF",2658,"D","Pot from well."
"BF",34731,"D","Roman and possibly Iron Age. 1 bag 2002"
"BF",34731,"D","Roman 1 bag 2003"
"BF",34738,"D","Animal 1 bag 2002"
"BF",34738,"D","Animal bone 40g 2003"
"BF",34734,"D","Nails 40g 2003"
"BF",34791,"D","Roman 1 bag 2002"
"BF",34794,"D","Nails 1 bag 2002"
"BF",34798,"D","Animal 1 bag 2002"
"BF",34799,"D","Daub 1 bag 2002"
"SF",2727,"D","Fragment of curved sheet fitting, ?crescentic."
"SF",2727,"C","<SPAN>COLEM: C030285. Date in: 31-03-03. Date finished: 28-04-03. Condition: Has thin&nbsp;hardened crust of powdery corrosion mixed with soil. Surface beneath has a rough, dark green-brown patina. This is fragile and has suffered various areas of loss, particulaly around the edges. This has exposed a paler friable corrosion layer beneath, which overlies a cupritic core. The whole is embrittled, and some of the corrosion appears active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2740,"D","<p>Copper alloy&nbsp;as of Vespasian, rev. possibly FORTVNAE REDVCI [sig:10/01/2003 KTOOTELL] </p><p>&nbsp;</p><p>Vespasian, dupondius, worn (E.Besly 22.6.06)</p><p><span style="
"SF",2740,"C","Cleaned and conserved at Colchester Museum and returned to the University 19/05/03"
"SF",2747,"D","Shank of a stud."
"SF",2747,"C","<SPAN>COLEM: C030291. Date in: 31-03-03. Date finished: 28-04-03. Condition: Has thin crust of powdery corrosion and soil overlying a smooth green-brown patina. This is fragile and has suffered various areas of loss, exposing a darker turquoise core, but this does not appear to be actinvely corroding. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2754,"D","4 fragments of a ceramic gaming counter."
"SF",2763,"D","Bone stained green from contact with copper alloy;?handle. Three fragments of cu alloy sheet"
"SF",2763,"C","<SPAN>COLEM: C030298. Date in: 31-03-03. Date finished: 28-04-03. Conditon: Bone is encrusted with discolouring layer of hardened soil, giving it the appearance of wood. Surface beneath is largely intact but is splintering and fragile in places (particularly at the broken ends). Has area with seemingly deliberate cut marks. The copper alloy sheet is embedded in the outer soil layer and does not appear to be attached to the bone, although it has discoloured it. The metal fragments are encrusted with a layer of powdery soil and pale green corrosion. Mid-green patina beneath with various layers of loss exposing paler friable surfaces. Very fragile but not actively corroding. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2772,"D","Tack."
"SF",2772,"C","<SPAN>COLEM: C030300. Date in: 31-03-03. Date finished: 22-04-03. Condition: Poor. Shaft slightly bent from burial. Little original surface left: traces of a compacted soil/corrosion layer in places but this is mostly missing (loose in packaging). Fragile but not actively corroding. Treatment: Removed soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2783,"D","Possible casting waste"
"SF",2783,"C","<SPAN>COLEM: C030303. Date in: 31-03-03. Date finished: 22-04-03. Condition: The whole is encrusted with a hardened layer of powdery corrosion mixed with soil. Surface beneath has an irregular green-brown patina with small areas of bulky crystalline corrosion disrupting the surface. Some losses to surface exposing a pale friable layer of corrosion, but this does not appear to be active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"BF",34891,"D","Roman including Samian. 1 bag 2002"
"BF",34894,"D","Nails 1 bag, Slag 1 bag 2002"
"BF",34895,"D","Roman 1 bag 2002"
"BF",34895,"D","Roman 1 bag 2003"
"BF",34898,"D","Animal 1 bag 2002"
"BF",34901,"D","Roman 1 bag 2002"
"BF",34904,"D","Nails 1 bag 2002"
"BF",34908,"D","Animal 1 bag 2002"
"SF",2745,"D","Two extremely worn ridges running round outer surface. [sig:13/01/2003 KTOOTELL]<br /><span style="
"SF",2745,"C","<SPAN>COLEM: C030290. Date in: 31-03-03. Date finished: 22-04-03. Condition: Has compacted crust of soil and powdery corrosion overlying a roughened mid-green patina.&nbsp;This is extremely pitted and worn but is not actively corroding. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2760,"D","Two double lines of knurling, side notches at junction. Nauheim derivative."
"SF",2760,"C","<SPAN>COLEM: C030296. Date in: 31-03-03. Date finished: 22-04-03. Condition: Fair - slight losses to main body of brooch, and end of pin missing. Thin layer of compacted powdery corrosion and soil obscuring surface. This has a smooth, pale green patina with very small areas of bulkier corrosion and some discolouration from the overlying soil. Embrittled with small losses exposing a darker turquoise core, but not actively corroding. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2766,"D","Approximately 37 hobnails."
"SF",2801,"D","Hipposandal wing."
"BF",34941,"D","Roman including Samian <622> 5 bags 2002"
"BF",34944,"D","Slag 1 bag 2002"
"BF",34945,"D","Roman 1 bag 2002"
"BF",34946,"D","Tesserae 1 bag 2002"
"BF",34948,"D","Animal including teeth 1 bag 2002"
"BF",34949,"D","Daub? <622> 1 bag 2002"
"BF",34950,"D","Charcoal 1 bag 2002"
"SA",622,"D","<SPAN>4 litres of soil processed in 2002. Sample exposed for 3-4 hours. About 5 little pieces of pottery and CBM removed. Suspected charred plant remains.</SPAN>"
"SA",623,"D","<SPAN>Exposed for minutes only. Sample taken from silt/loam layer.</SPAN>"
"SF",2752,"D","<p>Part of a coil of a brooch pin. [sig:13/01/2003 KTOOTELL]</p><p>&nbsp;</p><p>Fragment of coil from brooch?</p><p>[N.Crummy 18/05/06]</p>"
"SF",2752,"C","<SPAN>COLEM: C030294. Date in: 31-03-03. Date finished: 22-04-03. Condition: Poor. Thin layer of powdery corrosion and soil overlies a pitted and largely mineralised metallic surface. Some pockets of further powdery corrosion but not active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",2776,"D","<p>?ring handle; two ridges running round outer surface. [sig:13/01/2003 KTOOTELL] </p><p>&nbsp;</p><p>Fragment of ring-handle or strap-ring from box; complex ribbed section</p><p>[N.Crummy 18/05/06]</p>"
"SF",2776,"C","<SPAN>COLEM: C030301. Date in: 31-03-03. Date finished: 22-04-03. Condition: Surface obscured by thin compacted layer of powdery corrosion and soil. Beneath is a rough mid-green patina, disrupted by shallow pitting. White powdery corrosion in some of these, but does not appear to be active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"BF",34991,"D","Roman 1 bag 2002"
"BF",34993,"D","Tesserae 1 bag 2002"
"BF",34998,"D","Animal including teeth 1 bag 2002"
"SF",4093,"D","<p>Group of nails from a timber beamslot 2005</p><p><table cellspacing="
"BF",35015,"D","Roman glass 1 bag 2003"
"BF",35011,"D","Roman pottery 50g 2005<span class="
"BF",35078,"D","<span>Animal bone 227.44g 2004</span>&nbsp;[sig:26/12/2004 SWILLIAMS]"
"SF",2828,"D","Two fragments of sheet metal binding fitted over thinner sheet metal, the top of which has been folded over. Four rivet holes for attachment on longer piece, one of which appears to have a small nail/rivet in place. In section it is almost a complete oval."
"SF",2828,"C","<SPAN>COLEM: C030313. Date in: 31-03-03. Date finished: 22-04-03. Condition: Has compacted surface of soil and whitish-grey powdery corrosion overlying a smooth patina. This has various pits, exposing areas of bright green powdery corrosion which appears to be active. Inside has a hardened layer of dark silty soil running throughout. The whole is extremely embrittled and has various small holes forming in it, in addition to numerous losses to the edges. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene. </SPAN>"
"BF",35101,"D","Roman 1 bag 2002"
"BF",35104,"D","Nails 1 bag 2002"
"BF",35108,"D","Animal 1 bag 2002"
"SA",640,"D","<SPAN>Sample taken from dark find gravel spread over clay.</SPAN>"
"BF",35151,"D","Roman 1 bag 2002"
"BF",35151,"D","Roman 1 bag 2003"
"BF",35157,"D","Chalk 1 bag 2002"
"BF",35154,"D","Nails 30g 2003"
"BF",35711,"D","Roman 1 bag 2002"
"BF",35715,"D","Roman 1 bag 2002"
"BF",35720,"D","Charcoal 1 bag 2002"
"BF",35794,"D","Nails 25g 2003"
"BF",35807,"D","<SPAN>Limestone 2004</SPAN>"
"BF",35808,"D","<SPAN>Animal bone 11.38g 2004</SPAN>"
"SF",3288,"D","Strip with rounded pierced ends. [30/03/2006. N. Crummy]"
"SF",3288,"C","COLEM: C050902. Date in: 21-09-05. Date finished: 20-02-06. Condition: Poor. Has traces of a crust of gritty soil and amorphous corrosion in places, which overlies the remains of a dark compact surface. Most of this is already lost, however, and is powdered and loose in the packaging. Surface beneath is deteriorated, with areas of pale powdery corrosion overlying an exposed, oxidised core. Treatment: Removed corrosion/soil - small handtools.Degreased - acetone. Stabiliised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3338,"D","<SPAN>Small sherd of Samian with partial stamp (C.....</SPAN>"
"BF",35814,"D","<SPAN>Nails 75g 2004</SPAN>"
"BF",35815,"D","<SPAN>Roman glass 5.32g 2004</SPAN>"
"BF",35851,"D","Roman 1 bag 2002"
"BF",35851,"D","Roman <642> 1 bag 2003"
"SF",2977,"D","One single, complete hobnail.  Roughly circular head and pointed prong. From environmental sample <642>"
"SA",642,"D","<SPAN>Sample exposed for 1 week, contaminated with wind-blown dust. Sample taken from fill of beam slot.</SPAN>"
"BF",35861,"D","Roman including Samian. 1 bag 2002"
"BF",35864,"D","Nails 1 bag 2002"
"BF",35868,"D","Animal 1 bag 2002"
"SF",3382,"D","<P><SPAN>Group of&nbsp;nails&nbsp;associated with&nbsp;a beam slot - cut of slot [4087] Co-ordinates for each nail on Plan 21.158</SPAN> </P> <P> <TABLE cellSpacing=0 cellPadding=2 width="
"BF",35951,"D","Roman 1 bag 2002"
"BF",35951,"D","Roman <646> 1 bag 2003"
"BF",35959,"D","Cu other 1 bag 2002"
"SA",646,"D","<SPAN>Sample taken from fill of beamslot. Exposed for 1-2 days. Contamination with piece of&nbsp;green bone-like material.&nbsp;</SPAN>"
"SF",3397,"D","<SPAN>Nail from a timber beam slot.&nbsp; On Plan no. 21.158</SPAN>&nbsp; The nail has a square profile, however the head is quite long (c.20mm) and if the nail was upside down forms an L shape."
"BF",35991,"D","Roman 1 bag 2003"
"BF",35998,"D","Animal bone 40g 2003"
"BF",36011,"D","Roman 1 bag 2002"
"BF",36011,"D","Roman including Samian 1 bag 2003"
"BF",36013,"D","Tesserae 1 bag 2002"
"BF",36014,"D","Nails 1 bag 2002"
"BF",36014,"D","Nails 5g 2003"
"BF",36018,"D","Animal including teeth. 1 bag 2002"
"SF",2949,"D","Iron Stylus, tip missing. Eraser very corroded. Manning Type 1a (Ref: Manning pg.85, fig.24)"
"SF",2965,"D","Square fragment of copper alloy. No markings. [sig:28/07/2003 SWILLIAMS]<br /><br />Rectangular plaque with central hole for attachment; quite thick metal.<br /><span style="
"SF",2965,"C","COLEM: C060170. Date in: ---03-06. Date finished: 29-03-06. Condition: Encrusted with bulky amorphous corrosion and compacted gritty soil. This has disrupted most of underlying surface, but small areas of brown/green original surface surviving in places. Areas of pale powdery corrosion, possibly active. Treatment: Removed soil/corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in IMS.<br /><span style="
